,cytoID,Hematoxylin_Mean_nuclei,Hematoxylin_Std_dev_nuclei,Hematoxylin_Min_nuclei,Hematoxylin_Max_nuclei,Hematoxylin_Median_nuclei,Eosin_Mean_nuclei,Eosin_Std_dev_nuclei,Eosin_Min_nuclei,Eosin_Max_nuclei,Hue_Mean_nuclei,Saturation_Mean_nuclei,Saturation_Std_dev_nuclei,Saturation_Min_nuclei,Saturation_Max_nuclei,Saturation_Median_nuclei,Eosin_Median_nuclei,Area_µm^2_nuclei,Length_µm_cyto,Circularity_cyto,Solidity_cyto,Max_diameter_µm_cyto,Min_diameter_µm_cyto,Perimeter_µm_cyto,Hematoxylin_Mean_cytoonly,Hematoxylin_Std_dev_cytoonly,Hematoxylin_Min_cytoonly,Hematoxylin_Max_cytoonly,Hematoxylin_Median_cytoonly,Eosin_Mean_cytoonly,Eosin_Std_dev_cytoonly,Eosin_Min_cytoonly,Eosin_Max_cytoonly,Hue_Mean_cytoonly,Saturation_Mean_cytoonly,Saturation_Std_dev_cytoonly,Saturation_Min_cytoonly,Saturation_Max_cytoonly,Saturation_Median_cytoonly,Eosin_Median_cytoonly,Area_µm^2_cytoonly
67,1059,0.3656,0.139,0.0228,0.8284,0.3525,0.393,0.2747,0.0104,1.6936,0.2833,0.6624,0.1701,0.1416,1.0,0.6615,0.3205,76.0366,77.4874,0.539,0.9645,20.5408,17.3267,77.49,0.0706,0.047,-0.0069,0.7958,0.0605,0.0951,0.0628,0.0059,1.6936,0.3164,0.2222,0.0916,0.0,1.0,0.2205,0.0895,181.5044
68,304,0.3176,0.0795,0.0885,0.8846,0.3095,0.2511,0.0906,-0.02,1.5196,0.2791,0.5825,0.0921,0.206,1.0,0.5785,0.2385,105.7122,67.6664,0.7066,0.966,21.1501,17.2197,67.67,0.1033,0.0473,-0.009,0.3995,0.0945,0.0796,0.0437,-0.0356,0.3214,0.2937,0.2284,0.088,0.0082,0.6798,0.2245,0.0705,151.7863
69,1085,0.421,0.2208,0.0247,1.238,0.3755,0.307,0.3041,-0.1093,1.5349,0.259,0.5981,0.2207,0.0873,1.0,0.6165,0.2465,86.0293,78.8564,0.5191,0.9447,21.1749,15.9031,78.86,0.1259,0.0801,-0.0233,0.4983,0.1095,0.1427,0.0818,-0.0615,0.428,0.315,0.3048,0.1449,0.0,0.7654,0.3015,0.1425,170.8721
70,743,0.2333,0.0855,0.0165,0.8425,0.2245,0.117,0.1135,-0.0921,1.5118,0.2538,0.4031,0.1599,0.0083,1.0,0.4305,0.1435,238.8356,77.4874,0.5349,0.9616,19.5522,17.7081,77.49,0.1257,0.0858,0.0004,0.8235,0.1015,0.0465,0.0795,-0.0744,1.5118,0.2583,0.1859,0.1101,0.0126,1.0,0.1685,0.0225,17.308
71,624,0.3921,0.111,0.0701,0.7897,0.3835,0.3683,0.1858,0.0275,1.6347,0.2796,0.6805,0.1306,0.2042,1.0,0.6775,0.3275,75.0397,80.773,0.4909,0.9405,21.6772,16.5672,80.77,0.0723,0.0447,-0.0083,0.6407,0.0615,0.0884,0.0538,0.0017,1.2555,0.3165,0.1975,0.0977,0.0,0.9764,0.1915,0.0745,179.8406
72,281,0.3985,0.1386,0.0905,1.1992,0.3745,0.2758,0.2037,-0.0647,1.5382,0.2656,0.6156,0.1446,0.1618,1.0,0.6115,0.2385,119.2457,82.1421,0.4726,0.929,23.0197,15.6197,82.14,0.158,0.108,-0.0106,0.9043,0.1205,0.1413,0.0905,-0.0513,1.4718,0.3156,0.3107,0.1536,0.0124,1.0,0.2525,0.1625,134.5286
73,899,0.2779,0.0635,0.017,0.5294,0.2775,0.2584,0.0711,0.0145,0.662,0.2869,0.5753,0.089,0.0672,0.8834,0.5785,0.2545,87.4093,62.6253,0.8103,0.97,22.9346,14.4746,62.62,0.0417,0.0328,-0.0037,0.3199,0.0355,0.0328,0.0322,-0.0222,0.3189,0.3342,0.0445,0.085,0.0,0.6349,0.0215,0.0265,165.4756
74,698,0.2528,0.0758,0.0318,0.5932,0.2475,0.2013,0.0708,0.0156,0.6179,0.2822,0.5082,0.1002,0.1224,0.8662,0.5045,0.1945,86.5742,72.8327,0.5985,0.9772,19.3846,17.2101,72.83,0.1006,0.0428,-0.0063,0.4025,0.0935,0.0552,0.0386,-0.0046,0.4126,0.2758,0.1907,0.0966,0.0,0.7341,0.1755,0.0445,166.0572
75,749,0.2838,0.0902,0.0404,0.683,0.2705,0.2614,0.1021,0.0393,1.6042,0.2863,0.5691,0.1152,0.1837,0.9921,0.5605,0.2445,81.3552,76.1183,0.5478,0.9521,20.1675,16.4767,76.12,0.0618,0.0429,-0.0084,0.5031,0.0525,0.0885,0.057,0.0002,1.1748,0.3264,0.1848,0.096,0.0,0.9632,0.1755,0.0755,171.2008
76,827,0.2562,0.0845,0.0566,0.6672,0.2455,0.1683,0.087,-0.0126,0.6105,0.2716,0.4759,0.1253,0.1311,0.8828,0.4955,0.1825,167.741,74.4755,,0.959,20.3724,16.3504,74.48,0.106,0.0482,0.0009,0.4017,0.0995,0.0465,0.0396,-0.0208,0.2539,0.2703,0.1805,0.0875,0.0082,0.6089,0.1805,0.0335,84.8124
77,63,0.2731,0.1045,0.0222,0.6893,0.2685,0.2689,0.1245,0.0098,1.5913,0.2893,0.5652,0.1332,0.0492,1.0,0.5635,0.2485,68.1666,76.1184,0.5475,0.9575,20.6058,16.7394,76.12,0.0501,0.0348,-0.026,0.6282,0.0435,0.0857,0.037,-0.0075,0.8379,0.3373,0.1669,0.079,0.0,0.9242,0.1725,0.0835,184.2557
78,144,0.314,0.0864,0.046,0.6026,0.3125,0.2743,0.097,0.0463,0.7495,0.2829,0.5962,0.112,0.1577,0.9097,0.6005,0.2625,89.4552,75.2969,0.5582,0.9656,20.5856,17.3883,75.3,0.076,0.0342,0.0065,0.4698,0.0685,0.0967,0.0387,0.014,0.5638,0.317,0.2206,0.0904,0.0083,0.8313,0.2245,0.0935,162.4055
79,247,0.352,0.1613,0.012,0.8724,0.3375,0.3685,0.2745,0.0281,1.6449,0.2834,0.6338,0.1897,0.1037,1.0,0.6365,0.2975,75.4684,74.2017,0.5742,0.9624,20.0985,17.3821,74.2,0.0601,0.0611,-0.0063,0.8369,0.0485,0.0891,0.0784,-0.0024,1.6683,0.3281,0.1818,0.1051,0.0,1.0,0.1725,0.0745,176.113
80,23,0.4603,0.1797,0.0477,1.0015,0.4465,0.4793,0.3517,0.0093,1.6138,0.2754,0.7183,0.177,0.157,1.0,0.7295,0.3765,66.6734,77.7612,0.5219,0.9551,21.1428,16.4307,77.76,0.0804,0.0586,-0.0048,0.8819,0.0685,0.1049,0.0695,-0.0004,1.5945,0.3179,0.2354,0.0914,0.0083,1.0,0.2315,0.0945,184.4582
81,956,0.3426,0.1725,0.0508,1.324,0.3035,0.2707,0.2112,-0.0202,1.5424,0.2745,0.5729,0.1635,0.162,1.0,0.5675,0.2305,95.8338,76.1184,0.5443,0.9519,20.7425,16.8846,76.12,0.119,0.0734,-0.0087,0.5044,0.0955,0.1028,0.074,-0.0249,0.4862,0.2992,0.2553,0.1416,0.0039,0.8086,0.2275,0.0715,155.1479
82,102,0.3397,0.1106,0.0497,0.7822,0.3295,0.3167,0.1428,0.0403,1.5557,0.2832,0.6287,0.1339,0.1872,0.9925,0.6265,0.2895,69.221,74.4755,0.5684,0.975,19.6392,17.4687,74.48,0.0654,0.0486,0.0017,0.6344,0.0555,0.092,0.0527,0.0124,1.6173,0.3265,0.1959,0.1003,0.0,0.9928,0.1925,0.0865,181.6675
83,466,0.2447,0.088,0.085,0.6466,0.2295,0.1793,0.0928,-0.0277,0.78,0.2758,0.4789,0.1308,0.1373,0.9197,0.4785,0.1735,125.6439,70.0097,0.6422,0.981,19.1431,17.1128,70.01,0.1133,0.0417,-0.0009,0.2977,0.1135,0.0413,0.0441,-0.0347,0.2486,0.256,0.1943,0.0976,0.0,0.5556,0.1745,0.0265,124.8303
84,641,0.4128,0.1663,0.038,0.9301,0.3915,0.4149,0.3013,0.0386,1.6671,0.2786,0.6825,0.1694,0.17,1.0,0.6765,0.3205,73.7589,78.035,0.5168,0.9513,20.5905,17.0055,78.03,0.0653,0.0544,-0.0047,0.8284,0.0545,0.1011,0.0715,0.008,1.594,0.3278,0.2101,0.0966,0.0,1.0,0.2045,0.0915,176.6796
85,509,0.2475,0.085,0.0338,0.9143,0.2355,0.1482,0.1082,-0.0834,1.5467,0.2668,0.4495,0.1209,0.0203,1.0,0.4655,0.1615,204.398,92.8206,0.3652,0.9083,27.0339,15.2618,92.82,0.0994,0.0632,-0.0185,0.4611,0.0735,0.1268,0.1013,-0.0588,0.3485,0.3317,0.2335,0.0624,0.0079,0.6703,0.2445,0.1535,46.1281
86,89,0.3195,0.0994,0.0677,0.6795,0.3095,0.2781,0.1096,0.0475,1.0325,0.2826,0.5969,0.1207,0.2,0.963,0.5925,0.2575,80.4126,80.7731,0.4814,0.9316,21.7052,16.943,80.77,0.0761,0.0483,-0.0134,0.6203,0.0655,0.1043,0.0503,0.0003,0.8795,0.3257,0.2205,0.0931,0.0,0.9318,0.2165,0.0955,169.5195
87,332,0.3289,0.1535,0.0337,1.0769,0.2995,0.2444,0.1912,-0.0368,1.6269,0.2722,0.5438,0.1833,0.0776,1.0,0.5425,0.2105,93.9369,74.7493,0.5609,0.961,19.9334,16.5654,74.75,0.1545,0.0926,-0.0137,0.7954,0.1305,0.1297,0.0848,-0.0368,1.1178,0.2932,0.3256,0.1653,0.0,0.9626,0.2895,0.1255,155.5004
88,116,0.3015,0.1215,0.0401,0.9608,0.2825,0.2397,0.1865,-0.0287,1.6143,0.2771,0.5467,0.1301,0.0246,1.0,0.5375,0.2065,79.0343,60.3531,0.8588,0.962,20.9824,16.3747,60.35,0.1275,0.0846,-0.0029,0.9263,0.0985,0.0645,0.0977,-0.0428,1.5882,0.2625,0.2123,0.164,0.0,1.0,0.1515,0.0315,170.2178
89,287,0.2772,0.1053,0.041,0.6875,0.2625,0.2735,0.1287,0.0489,1.5676,0.2887,0.5707,0.1335,0.1966,1.0,0.5575,0.2435,66.8414,67.5608,0.6849,0.9774,19.2614,17.3867,67.56,0.0661,0.054,0.0023,0.6022,0.0525,0.0792,0.0574,0.0038,1.2609,0.3179,0.1752,0.1154,0.0,0.9783,0.1525,0.0685,181.9261
90,203,0.3,0.093,0.0482,0.97,0.2875,0.233,0.1065,-0.0215,1.4539,0.278,0.5553,0.1132,0.131,1.0,0.5515,0.2225,110.5469,72.8327,0.5891,0.9643,20.0941,16.0176,72.83,0.1334,0.0836,0.0062,0.9312,0.1115,0.0917,0.1039,-0.0315,1.573,0.2809,0.2686,0.1359,0.0084,1.0,0.2475,0.0675,138.1305
91,189,0.3207,0.1195,0.0237,0.8447,0.3145,0.3123,0.1968,-0.0011,1.6469,0.2845,0.607,0.1531,0.0474,1.0,0.6055,0.2715,82.3768,74.4755,0.5618,0.968,20.2384,16.3775,74.48,0.0609,0.0528,-0.0069,0.8453,0.0495,0.0812,0.0671,-0.0095,1.6001,0.327,0.1665,0.1036,0.0039,1.0,0.1545,0.0735,165.6063
92,132,0.3048,0.1101,0.0523,0.8158,0.2925,0.291,0.1469,0.0179,1.6042,0.2858,0.5949,0.1338,0.129,1.0,0.5905,0.2645,78.4954,72.5589,0.5907,0.9754,19.2003,17.1102,72.56,0.0655,0.0405,-0.0059,0.608,0.0545,0.0842,0.0382,0.004,1.0166,0.3211,0.187,0.0927,0.008,0.9565,0.1805,0.0785,168.9616
93,27,0.3711,0.1114,0.0709,0.8076,0.3675,0.3309,0.1386,0.0542,1.5732,0.2803,0.6547,0.1267,0.2353,1.0,0.6575,0.3085,71.3565,73.3802,0.5775,0.974,19.4136,17.0148,73.38,0.0616,0.0396,-0.0019,0.5882,0.0535,0.0853,0.0426,0.0015,0.8099,0.3244,0.1858,0.0986,0.0,0.9122,0.1995,0.0845,176.1022
94,792,0.4013,0.2205,0.0101,1.627,0.3455,0.2754,0.2113,-0.0253,1.5124,0.2672,0.6003,0.1584,0.0239,1.0,0.5835,0.2285,101.9148,74.2017,0.5638,0.9718,19.704,17.321,74.2,0.1601,0.0983,-0.006,1.1382,0.1345,0.1004,0.083,-0.0253,1.4626,0.2774,0.3037,0.1577,0.0,1.0,0.2805,0.0735,145.1398
95,104,0.3081,0.1027,0.029,0.7973,0.3005,0.2776,0.1264,0.0182,1.5985,0.2839,0.5905,0.1255,0.1255,1.0,0.5885,0.2555,80.7967,78.5826,,0.9446,20.5419,17.3442,78.58,0.0853,0.0619,-0.005,0.6009,0.0665,0.1022,0.0653,0.0076,1.1464,0.3159,0.2271,0.127,0.0,0.9726,0.2185,0.0865,165.93
96,875,0.3445,0.1181,0.0317,0.7697,0.3355,0.3339,0.1678,0.0372,1.6292,0.2837,0.6378,0.1464,0.15,1.0,0.6375,0.3005,69.012,73.9279,0.567,0.9717,20.6326,16.3432,73.93,0.0692,0.0532,-0.0133,0.6493,0.0575,0.0998,0.0621,0.0013,1.0836,0.3225,0.2188,0.1038,0.0,0.9664,0.2145,0.0885,177.5648
97,182,0.3278,0.0995,0.0497,0.8683,0.3195,0.2907,0.109,0.061,1.6102,0.2833,0.6116,0.1129,0.2393,1.0,0.6065,0.2725,80.5233,71.0399,0.6135,0.9509,20.0561,17.7399,71.04,0.0757,0.0575,-0.022,0.9521,0.0635,0.1631,0.0777,0.0093,1.6211,0.3406,0.2892,0.1045,0.0124,1.0,0.2965,0.1635,165.8689
98,77,0.2646,0.1049,0.0341,0.7257,0.2525,0.2626,0.1529,0.0469,1.626,0.2887,0.551,0.1391,0.1714,1.0,0.5375,0.2305,91.2126,70.916,0.6147,0.9811,19.257,16.4052,70.92,0.0662,0.038,-0.0055,0.5554,0.0575,0.0919,0.0415,0.003,0.9217,0.3189,0.211,0.0959,0.0122,0.9333,0.2065,0.0845,154.8036
99,201,0.4208,0.1361,0.1273,0.8899,0.3995,0.3636,0.2138,0.0343,1.5373,0.2744,0.6846,0.1292,0.2845,1.0,0.6705,0.2995,82.6937,74.7493,0.5527,0.956,20.1659,17.9827,74.75,0.1215,0.0603,-0.0063,0.4303,0.1105,0.0541,0.0551,-0.0205,0.4105,0.2635,0.2216,0.1277,0.0,0.7365,0.2095,0.0355,163.0585
100,442,0.3243,0.1029,0.0222,0.8369,0.3145,0.2995,0.163,0.0305,1.6489,0.2833,0.6087,0.1264,0.1577,1.0,0.6055,0.2705,77.0649,75.2969,0.5443,0.9597,19.818,16.8324,75.3,0.0731,0.0589,-0.0132,0.7438,0.0585,0.0996,0.0764,0.0052,1.6206,0.324,0.2031,0.1123,0.0,1.0,0.1865,0.0785,168.5167
101,1114,0.3725,0.1652,0.0157,0.8528,0.3605,0.3792,0.2738,0.041,1.6534,0.2818,0.6482,0.1903,0.1422,1.0,0.6575,0.3085,81.0385,72.285,0.5899,0.9789,19.2704,16.9409,72.29,0.0681,0.0467,-0.0086,0.7087,0.0575,0.0864,0.0601,0.0109,1.6428,0.3214,0.1827,0.0978,0.0083,1.0,0.1725,0.0775,164.2453
102,93,0.3326,0.1043,0.0598,0.8021,0.3195,0.2892,0.1464,0.0424,1.6267,0.2811,0.6072,0.1241,0.2052,1.0,0.6005,0.2625,83.4993,78.8565,0.4956,0.9366,22.5323,16.0615,78.86,0.0807,0.0616,-0.0094,0.6314,0.0655,0.0971,0.0688,0.0096,0.981,0.3214,0.201,0.1177,0.0,0.95,0.1895,0.0775,161.7474
103,791,0.2932,0.1011,0.0549,0.8099,0.2835,0.2772,0.1472,0.0258,1.6417,0.286,0.5774,0.1334,0.214,1.0,0.5755,0.2515,85.9182,75.0231,0.5463,0.9474,21.4376,15.5706,75.02,0.0711,0.0545,-0.0123,0.5437,0.0575,0.1212,0.0757,0.0027,0.957,0.338,0.2237,0.1107,0.0,0.9437,0.2315,0.0935,158.785
104,1010,0.2898,0.0911,0.0244,0.6794,0.2895,0.2517,0.1022,0.0329,1.6026,0.2839,0.5629,0.1198,0.0902,1.0,0.5705,0.2435,83.7758,76.9398,0.5185,0.9371,21.4986,15.9474,76.94,0.0818,0.069,-0.0004,0.5593,0.0625,0.1071,0.0679,0.0103,0.7996,0.3241,0.2233,0.1209,0.0085,0.9205,0.2015,0.0835,160.4789
105,13,0.2904,0.0864,0.027,0.6895,0.2905,0.2623,0.1149,0.0088,1.1998,0.2844,0.5713,0.1239,0.097,0.9779,0.5765,0.2505,88.5563,71.7374,0.5963,0.98,19.1762,16.7091,71.74,0.0563,0.0357,0.0011,0.5368,0.0505,0.0651,0.0346,-0.0006,0.7384,0.3196,0.1422,0.0837,0.0,0.8806,0.1325,0.0615,155.6405
106,959,0.4453,0.1466,0.1361,1.1722,0.4205,0.3813,0.2286,-0.034,1.5558,0.2727,0.7008,0.1266,0.2355,1.0,0.6875,0.3155,105.242,73.6541,0.5652,0.9611,21.3192,15.2454,73.65,0.1093,0.0625,0.0083,0.8664,0.0955,0.0773,0.068,-0.0398,1.3737,0.2882,0.2338,0.1156,0.0,0.9634,0.2265,0.0605,138.7689
107,619,0.3323,0.1342,0.0421,0.9849,0.3155,0.2524,0.1839,-0.0024,1.584,0.2737,0.5678,0.1507,0.1689,1.0,0.5675,0.2245,98.2437,72.2851,0.5858,0.9733,20.1471,15.4235,72.29,0.1565,0.096,-0.0163,0.9753,0.1345,0.1148,0.1039,-0.0545,1.7217,0.286,0.3193,0.1524,0.0,1.0,0.2895,0.0905,145.3294
108,728,0.3269,0.109,0.0596,0.793,0.3175,0.3008,0.1267,0.0627,1.5864,0.2839,0.6176,0.1253,0.2569,1.0,0.6155,0.2765,65.7664,71.1898,0.6014,0.9823,19.8691,15.8807,71.19,0.0738,0.0484,-0.0081,0.5679,0.0625,0.1099,0.048,0.0032,1.0997,0.3212,0.2436,0.0905,0.0,0.965,0.2405,0.1035,176.7804
109,36,0.2709,0.0974,0.0168,0.621,0.2725,0.2437,0.0903,0.0392,1.0332,0.2875,0.5437,0.1284,0.102,0.9589,0.5575,0.2395,99.2264,73.3803,0.566,0.9739,19.9683,17.052,73.38,0.083,0.0515,-0.0001,0.5134,0.0685,0.0996,0.045,0.0156,0.4884,0.3147,0.2347,0.0957,0.0129,0.795,0.2285,0.0895,143.302
110,328,0.3537,0.1229,0.0502,0.7625,0.3385,0.3264,0.1682,0.019,1.5826,0.2814,0.6364,0.144,0.1393,1.0,0.6255,0.2815,74.1897,80.4992,0.4703,0.9243,20.5924,16.7276,80.5,0.0557,0.0391,-0.0152,0.5626,0.0495,0.1013,0.0636,0.002,0.6262,0.3454,0.1747,0.0875,0.0,0.8605,0.1705,0.0765,168.32
111,795,0.2946,0.0979,0.045,0.9491,0.2845,0.272,0.15,0.0301,1.6242,0.2853,0.576,0.118,0.1184,1.0,0.5725,0.2475,81.7372,85.9754,0.4115,0.8965,21.1004,18.0944,85.98,0.0701,0.0406,-0.011,0.4495,0.0605,0.0962,0.0538,0.0056,0.5814,0.3226,0.2039,0.0902,0.0,0.8333,0.1985,0.0805,160.3031
112,1104,0.2874,0.0869,0.036,0.7154,0.2865,0.2813,0.128,0.0177,1.6407,0.2876,0.5857,0.121,0.1592,1.0,0.5855,0.2605,72.8177,70.916,0.6038,0.9811,19.465,16.1598,70.92,0.0513,0.0353,0.0057,0.5673,0.0445,0.0665,0.038,0.0048,0.9515,0.33,0.1307,0.0818,0.0,0.9433,0.1235,0.0625,168.8105
113,43,0.4207,0.1516,0.0556,0.9301,0.4075,0.3876,0.2306,0.0293,1.6034,0.2768,0.6877,0.1571,0.1441,1.0,0.6925,0.3335,63.1095,79.1302,0.4839,0.9383,20.639,17.3753,79.13,0.0874,0.0728,-0.0062,0.7371,0.0665,0.1135,0.084,-0.0107,1.5905,0.3221,0.238,0.1241,0.0078,1.0,0.2265,0.0915,177.995
114,649,0.2675,0.0989,0.0043,0.6185,0.2615,0.278,0.1456,0.0135,1.6789,0.2906,0.5645,0.1489,0.042,1.0,0.5675,0.2565,69.4109,69.8208,0.621,0.9831,18.3541,17.2184,69.82,0.0498,0.0372,-0.0137,0.5434,0.0435,0.0572,0.0391,-0.0029,0.8395,0.3329,0.1045,0.0875,0.0,0.9272,0.0895,0.0525,171.5075
115,928,0.3281,0.1182,0.0408,0.7088,0.3175,0.3214,0.1706,0.0204,1.6144,0.2845,0.6215,0.1523,0.15,1.0,0.6155,0.2815,74.5118,72.5588,0.5749,0.9745,19.9912,16.0643,72.56,0.0633,0.0332,-0.0048,0.5117,0.0555,0.0879,0.0354,0.0059,0.5247,0.3206,0.202,0.0878,0.0,0.7852,0.2025,0.0865,166.3665
116,609,0.3358,0.1266,0.0487,0.8479,0.3195,0.3181,0.2007,0.0301,1.6173,0.2827,0.617,0.1486,0.2064,1.0,0.6095,0.2735,80.2156,68.4188,0.6457,0.9725,18.8573,17.0911,68.42,0.0635,0.0421,-0.0094,0.5589,0.0545,0.0883,0.0462,0.0035,0.6899,0.3255,0.193,0.0951,0.0,0.8859,0.1925,0.0835,160.3099
117,473,0.3612,0.1426,0.0617,1.0582,0.3405,0.2633,0.2215,-0.0412,1.544,0.2658,0.5801,0.1774,0.1519,1.0,0.5995,0.2435,108.1117,72.285,0.5778,0.9811,20.5879,15.4426,72.29,0.1725,0.0821,0.0092,0.8463,0.1505,0.088,0.0806,-0.034,0.728,0.2637,0.3122,0.1496,0.0083,0.9083,0.2805,0.0555,132.1549
118,479,0.3759,0.1426,0.0307,0.8594,0.3665,0.374,0.2498,-0.0046,1.6636,0.2809,0.6574,0.1678,0.1477,1.0,0.6615,0.3145,68.3674,77.7611,0.499,0.9692,22.4859,14.3272,77.76,0.0687,0.052,-0.0078,0.7468,0.0555,0.0935,0.0528,0.0054,1.5656,0.3216,0.208,0.0995,0.0,1.0,0.1975,0.0865,171.7624
119,31,0.3235,0.0772,0.043,0.7234,0.3215,0.2904,0.1238,-0.0008,1.6312,0.2827,0.6127,0.1038,0.1046,1.0,0.6105,0.2725,87.1412,74.2017,0.5465,0.9457,19.5081,17.0348,74.2,0.0664,0.033,-0.0001,0.5693,0.0615,0.0693,0.0363,0.0032,0.9645,0.3109,0.1617,0.0742,0.0,0.9429,0.1515,0.0625,152.2936
120,233,0.3877,0.1191,0.0442,0.7771,0.3895,0.3724,0.1855,0.0247,1.6365,0.2805,0.6788,0.1453,0.156,1.0,0.6965,0.3475,64.9454,71.1898,0.5937,0.9786,18.9106,17.1584,71.19,0.0623,0.0443,-0.01,0.6845,0.0535,0.0883,0.0522,0.0039,1.5945,0.3258,0.1861,0.0919,0.0,1.0,0.1885,0.0825,174.491
121,712,0.3024,0.0968,0.0432,0.7593,0.2965,0.2585,0.1187,0.0136,1.554,0.2819,0.5722,0.1257,0.1304,1.0,0.5705,0.2415,96.6313,73.3803,0.5583,0.977,19.2076,16.0929,73.38,0.0859,0.0463,-0.009,0.4635,0.0735,0.1015,0.052,0.0067,0.6674,0.3174,0.2281,0.1017,0.0,0.86,0.2275,0.0885,142.5783
122,485,0.3392,0.123,0.0183,0.9186,0.3095,0.2869,0.1764,-0.0073,1.6058,0.2789,0.6034,0.1257,0.1569,1.0,0.5845,0.2455,80.8048,77.7612,0.4966,0.9395,23.0506,15.7586,77.76,0.1124,0.0635,-0.0202,0.5853,0.0905,0.1113,0.0648,-0.0114,0.5437,0.3046,0.2712,0.1205,0.0,0.8099,0.2535,0.0895,158.162
123,1108,0.3007,0.082,0.0309,0.6229,0.3025,0.225,0.0636,0.0467,0.6049,0.2788,0.5508,0.1011,0.1464,0.8693,0.5605,0.2245,86.7097,56.1333,0.9515,0.9939,19.6708,15.6326,56.13,0.0727,0.0429,0.0141,0.3843,0.0605,0.085,0.0374,0.0187,0.2893,0.3156,0.1958,0.0843,0.0256,0.6503,0.1945,0.0745,151.8706
124,25,0.3695,0.1251,0.0354,0.8859,0.3605,0.3502,0.2182,0.022,1.6242,0.2803,0.6514,0.1472,0.1566,1.0,0.6485,0.2995,75.9398,69.8208,0.6142,0.975,20.4614,16.8392,69.82,0.0864,0.047,0.0082,0.6716,0.0755,0.0987,0.0489,0.0034,1.615,0.3108,0.2315,0.0964,0.0085,1.0,0.2265,0.0935,162.3338
125,878,0.338,0.124,0.0111,0.7966,0.3325,0.3532,0.2215,0.0178,1.6735,0.2853,0.6389,0.1598,0.1059,1.0,0.6375,0.3035,68.5898,70.916,0.5949,0.9837,18.4929,16.6016,70.92,0.0573,0.0422,-0.0028,0.7966,0.0505,0.0749,0.0507,0.0075,1.601,0.3229,0.1592,0.093,0.0,1.0,0.1565,0.0695,169.4782
126,196,0.4083,0.1617,0.0599,0.9241,0.3885,0.4357,0.3203,0.0191,1.7118,0.2796,0.6901,0.1725,0.1976,1.0,0.6865,0.3355,65.9231,73.3803,0.5548,0.9695,18.9082,16.2866,73.38,0.0886,0.0721,-0.0052,0.8249,0.0705,0.1149,0.0898,0.0045,1.6121,0.315,0.2574,0.1162,0.0,1.0,0.2485,0.1055,171.826
127,1077,0.3304,0.1117,0.0568,0.8097,0.3125,0.3078,0.1759,0.0349,1.6138,0.2828,0.6154,0.1304,0.2392,1.0,0.6005,0.2635,68.7728,70.0946,0.6073,0.9801,18.6028,16.839,70.09,0.0675,0.0499,-0.0152,0.7712,0.0555,0.0784,0.0622,0.0088,1.6172,0.3168,0.1777,0.1072,0.0,1.0,0.1685,0.0695,168.6761
128,162,0.3902,0.1345,0.0505,0.7997,0.3825,0.3707,0.2126,0.0273,1.6211,0.2799,0.6714,0.1527,0.1625,1.0,0.6785,0.3295,68.757,75.0231,0.5278,0.9702,19.6428,15.6825,75.02,0.0677,0.0483,-0.0097,0.6917,0.0575,0.098,0.0618,-0.0017,1.6097,0.3281,0.1985,0.0992,0.0,1.0,0.1925,0.0795,167.6606
129,548,0.3434,0.1461,0.0038,0.9912,0.3175,0.2773,0.1818,-0.018,1.6269,0.2753,0.591,0.1654,0.0157,1.0,0.5875,0.2425,86.3373,72.8326,0.5598,0.9565,19.2693,16.5751,72.83,0.1035,0.0603,-0.0071,0.5672,0.0885,0.0707,0.0569,-0.0189,0.7746,0.288,0.2018,0.1204,0.0,0.8613,0.1825,0.0515,149.9909
130,1015,0.3309,0.0991,0.0409,0.7424,0.3265,0.3031,0.1198,0.0454,1.58,0.2837,0.6221,0.1191,0.1727,1.0,0.6265,0.2875,75.7363,72.285,0.5669,0.9716,19.3375,16.456,72.29,0.0604,0.0401,-0.0075,0.6262,0.0535,0.0723,0.0417,0.0039,0.9267,0.319,0.1587,0.0889,0.0084,0.937,0.1485,0.0665,159.9881
131,138,0.3308,0.1159,0.0424,0.8102,0.3205,0.3149,0.1694,0.0424,1.658,0.2837,0.6228,0.1367,0.1736,1.0,0.6235,0.2845,68.8272,70.916,0.5888,0.9822,18.4356,17.2626,70.92,0.0574,0.0352,-0.0014,0.5768,0.0505,0.0696,0.0411,0.0088,0.8751,0.3194,0.1511,0.0904,0.0,0.9236,0.1395,0.0635,166.8227
132,705,0.3203,0.0952,0.0516,0.7407,0.3135,0.2895,0.1336,0.0316,1.6091,0.2831,0.6064,0.1195,0.1464,1.0,0.6045,0.2695,75.759,73.6541,0.5453,0.9563,20.1377,15.4289,73.65,0.062,0.0357,-0.0141,0.7407,0.0555,0.0905,0.0481,0.0026,1.5665,0.327,0.1859,0.0808,0.0,1.0,0.1835,0.0815,159.666
133,963,0.3313,0.0991,0.0529,0.8506,0.3215,0.2688,0.1211,-0.0226,1.5434,0.2783,0.5972,0.1204,0.1925,1.0,0.5965,0.2525,99.1198,71.7374,0.5743,0.9674,19.7216,16.8382,71.74,0.1028,0.0433,0.0076,0.4426,0.0975,0.0674,0.0467,-0.0288,0.3422,0.2869,0.2114,0.0807,0.0082,0.6848,0.2205,0.0535,136.0805
